gender,education_level,home_ownership_status,loan_intent,previous_loan_defaults_on_file,loan_status,age_bin,income_binned,work_experience_binned,loan_income_ratio_bin,cr_hist_bin
female,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,upper-middle,entry_level,low,2-5
male,Associate,RENT,MEDICAL,No,0,young_adults,upper-middle,early_career,low,2-5
male,Master,RENT,EDUCATION,Yes,0,young_adults,upper-middle,early_career,low,2-5
female,High School,RENT,MEDICAL,No,0,young_adults,upper-middle,entry_level,low,2-5
male,Bachelor,RENT,EDUCATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Master,RENT,MEDICAL,No,1,young_adults,middle,entry_level,low,2-5
female,High School,OWN,VENTURE,Yes,0,young_adults,low,entry_level,low,2-5
male,High School,RENT,PERSONAL,No,1,young_adults,upper-middle,entry_level,low,2-5
male,Master,RENT,PERSONAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Bachelor,RENT,EDUCATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Associate,RENT,VENTURE,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Associate,OWN,EDUCATION,No,0,young_adults,high,early_career,low,2-5
female,Bachelor,MORTGAGE,VENTURE,No,0,young_adults,high,entry_level,low,2-5
male,High School,RENT,PERSONAL,Yes,0,young_adults,high,early_career,low,2-5
male,High School,RENT,MEDICAL,Yes,0,young_adults,high,entry_level,low,2-5
female,Associate,RENT,EDUCATION,No,0,young_adults,high,entry_level,low,2-5
female,Associate,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,high,entry_level,low,2-5
female,Master,MORTGAGE,PERSONAL,Yes,0,young_adults,high,entry_level,low,2-5
male,Associate,RENT,DEBTCONSOLIDATION,No,0,young_adults,upper-middle,entry_level,low,2-5
male,Associate,OWN,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,2-5
male,High School,RENT,PERSONAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,High School,OWN,VENTURE,No,1,young_adults,low,entry_level,low,2-5
male,Associate,RENT,EDUCATION,Yes,0,young_adults,upper-middle,early_career,low,2-5
female,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,upper-middle,early_career,low,2-5
female,Bachelor,RENT,EDUCATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,High School,RENT,EDUCATION,No,0,young_adults,high,early_career,low,2-5
female,Master,MORTGAGE,EDUCATION,Yes,0,young_adults,high,entry_level,low,2-5
female,Master,MORTGAGE,DEBTCONSOLIDATION,No,1,young_adults,high,entry_level,low,2-5
male,Master,MORTGAGE,PERSONAL,No,0,young_adults,high,early_career,low,2-5
male,Associate,MORTGAGE,HOMEIMPROVEMENT,No,0,young_adults,high,entry_level,low,2-5
male,Bachelor,MORTGAGE,EDUCATION,Yes,0,young_adults,high,entry_level,low,2-5
male,Associate,OWN,MEDICAL,No,1,young_adults,low,entry_level,medium,2-5
female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,low,early_career,low,2-5
female,High School,OWN,PERSONAL,Yes,0,young_adults,low,entry_level,low,2-5
male,Master,RENT,DEBTCONSOLIDATION,No,1,young_adults,upper-middle,entry_level,low,2-5
female,High School,MORTGAGE,MEDICAL,No,1,young_adults,low,entry_level,medium,2-5
male,Master,OWN,VENTURE,No,1,young_adults,low,entry_level,low,2-5
male,Master,MORTGAGE,VENTURE,No,1,young_adults,low,entry_level,medium,2-5
male,Bachelor,RENT,PERSONAL,No,0,young_adults,high,entry_level,low,2-5
female,High School,OWN,PERSONAL,Yes,0,young_adults,low,entry_level,low,2-5
male,Associate,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,high,entry_level,low,2-5
female,Associate,RENT,PERSONAL,Yes,0,young_adults,high,entry_level,low,2-5
male,Bachelor,RENT,VENTURE,Yes,0,young_adults,high,early_career,low,2-5
male,High School,MORTGAGE,MEDICAL,Yes,0,young_adults,high,entry_level,low,2-5
male,High School,RENT,VENTURE,No,0,young_adults,high,entry_level,low,2-5
male,Associate,OWN,PERSONAL,No,1,young_adults,low,early_career,low,2-5
male,Bachelor,OWN,VENTURE,No,1,young_adults,low,entry_level,low,2-5
female,High School,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
female,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Master,RENT,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
male,High School,MORTGAGE,EDUCATION,No,0,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,MEDICAL,No,0,young_adults,middle,entry_level,low,2-5
female,Associate,MORTGAGE,PERSONAL,Yes,0,young_adults,high,entry_level,low,2-5
female,Bachelor,MORTGAGE,VENTURE,No,0,young_adults,high,entry_level,low,2-5
female,Bachelor,MORTGAGE,PERSONAL,Yes,0,young_adults,high,entry_level,low,2-5
female,Bachelor,RENT,PERSONAL,No,0,young_adults,high,early_career,low,2-5
male,Master,MORTGAGE,MEDICAL,No,1,young_adults,upper-middle,entry_level,low,2-5
female,Bachelor,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
female,High School,RENT,EDUCATION,No,1,young_adults,middle,early_career,medium,2-5
male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,1,young_adults,low,entry_level,low,2-5
male,High School,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
male,High School,RENT,MEDICAL,No,1,young_adults,middle,entry_level,medium,2-5
male,Master,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,medium,2-5
female,Associate,RENT,MEDICAL,No,1,young_adults,middle,entry_level,medium,2-5
female,Bachelor,RENT,VENTURE,No,0,young_adults,middle,early_career,low,2-5
female,Bachelor,RENT,HOMEIMPROVEMENT,No,1,young_adults,middle,entry_level,medium,2-5
male,High School,RENT,PERSONAL,No,0,young_adults,upper-middle,entry_level,low,2-5
male,Master,RENT,PERSONAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Bachelor,MORTGAGE,EDUCATION,Yes,0,young_adults,high,entry_level,low,2-5
male,Bachelor,OWN,VENTURE,Yes,0,young_adults,high,entry_level,low,2-5
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,high,entry_level,low,2-5
male,High School,MORTGAGE,EDUCATION,Yes,0,young_adults,high,entry_level,low,2-5
female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,high,early_career,low,2-5
female,High School,MORTGAGE,VENTURE,No,0,young_adults,high,entry_level,low,2-5
male,Master,MORTGAGE,VENTURE,Yes,0,young_adults,high,entry_level,low,2-5
male,Associate,MORTGAGE,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,PERSONAL,No,0,young_adults,upper-middle,entry_level,low,2-5
male,High School,MORTGAGE,VENTURE,No,1,young_adults,low,entry_level,medium,2-5
male,High School,RENT,HOMEIMPROVEMENT,No,0,young_adults,upper-middle,early_career,low,2-5
male,High School,RENT,EDUCATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Associate,RENT,EDUCATION,Yes,0,young_adults,high,entry_level,low,2-5
female,Bachelor,RENT,HOMEIMPROVEMENT,No,1,young_adults,upper-middle,entry_level,low,2-5
female,Bachelor,RENT,DEBTCONSOLIDATION,No,1,young_adults,lower-middle,entry_level,high,2-5
female,Bachelor,RENT,VENTURE,No,1,young_adults,lower-middle,entry_level,medium,2-5
female,High School,RENT,VENTURE,No,1,young_adults,lower-middle,entry_level,medium,2-5
female,High School,RENT,MEDICAL,No,1,young_adults,lower-middle,early_career,medium,2-5
female,Master,RENT,EDUCATION,No,1,young_adults,lower-middle,entry_level,medium,2-5
male,Bachelor,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
female,Associate,MORTGAGE,EDUCATION,Yes,0,young_adults,low,early_career,low,2-5
female,Bachelor,RENT,PERSONAL,No,1,young_adults,lower-middle,entry_level,medium,2-5
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,low,entry_level,low,2-5
female,High School,RENT,MEDICAL,No,1,young_adults,lower-middle,entry_level,medium,2-5
female,Master,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
female,High School,RENT,PERSONAL,No,1,young_adults,middle,early_career,medium,2-5
male,Bachelor,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
female,Associate,RENT,MEDICAL,No,1,young_adults,middle,entry_level,medium,2-5
female,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,early_career,medium,2-5
male,Master,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Associate,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,early_career,medium,2-5
female,Associate,MORTGAGE,EDUCATION,No,1,young_adults,low,entry_level,low,2-5
male,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Bachelor,RENT,VENTURE,No,1,young_adults,middle,entry_level,medium,2-5
male,High School,RENT,VENTURE,No,1,young_adults,middle,early_career,medium,2-5
male,Bachelor,RENT,EDUCATION,No,1,young_adults,middle,early_career,medium,2-5
male,High School,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
male,Associate,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Associate,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,medium,2-5
male,High School,OWN,PERSONAL,No,1,young_adults,low,early_career,low,2-5
female,Master,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Bachelor,RENT,MEDICAL,No,1,young_adults,middle,entry_level,medium,2-5
male,Bachelor,RENT,HOMEIMPROVEMENT,No,1,young_adults,middle,entry_level,medium,2-5
male,Master,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Associate,RENT,PERSONAL,No,1,young_adults,middle,entry_level,low,2-5
female,High School,OWN,VENTURE,No,0,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,MEDICAL,No,0,young_adults,middle,early_career,low,2-5
female,Associate,OWN,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,2-5
female,Master,OWN,EDUCATION,No,1,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
female,Master,RENT,PERSONAL,No,0,young_adults,middle,early_career,low,2-5
male,High School,RENT,EDUCATION,No,0,young_adults,middle,early_career,low,2-5
male,Bachelor,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,low,2-5
female,Master,RENT,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
female,Master,OWN,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,2-5
female,Bachelor,OWN,EDUCATION,No,1,young_adults,low,entry_level,low,2-5
female,High School,RENT,PERSONAL,No,0,young_adults,upper-middle,early_career,low,2-5
female,Master,RENT,VENTURE,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Associate,OWN,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,medium,2-5
female,Associate,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,low,2-5
female,Associate,RENT,DEBTCONSOLIDATION,No,1,young_adults,upper-middle,early_career,low,2-5
female,High School,RENT,EDUCATION,No,0,young_adults,upper-middle,entry_level,low,2-5
female,Bachelor,RENT,VENTURE,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Associate,RENT,EDUCATION,No,1,young_adults,upper-middle,early_career,low,2-5
male,Master,RENT,PERSONAL,Yes,0,young_adults,upper-middle,early_career,low,2-5
male,Bachelor,MORTGAGE,MEDICAL,No,1,young_adults,low,entry_level,low,2-5
male,Master,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Bachelor,RENT,PERSONAL,No,0,young_adults,upper-middle,entry_level,low,2-5
male,High School,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Master,RENT,MEDICAL,No,1,young_adults,upper-middle,entry_level,low,2-5
female,Associate,RENT,EDUCATION,Yes,0,young_adults,high,entry_level,low,2-5
male,Master,RENT,DEBTCONSOLIDATION,No,1,young_adults,upper-middle,entry_level,low,2-5
male,Associate,OWN,PERSONAL,No,1,young_adults,low,entry_level,high,2-5
male,Bachelor,OWN,VENTURE,No,1,young_adults,low,entry_level,medium,2-5
female,High School,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,high,early_career,low,2-5
male,Bachelor,RENT,EDUCATION,No,1,young_adults,upper-middle,entry_level,low,2-5
male,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,high,entry_level,low,2-5
male,Bachelor,OWN,PERSONAL,Yes,0,young_adults,low,entry_level,low,2-5
male,Associate,RENT,HOMEIMPROVEMENT,No,1,young_adults,lower-middle,early_career,medium,2-5
female,Master,RENT,MEDICAL,No,0,young_adults,upper-middle,entry_level,low,2-5
female,High School,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
male,High School,MORTGAGE,DEBTCONSOLIDATION,No,1,young_adults,low,entry_level,medium,2-5
male,High School,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Associate,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
male,Bachelor,OWN,MEDICAL,No,1,young_adults,low,entry_level,low,2-5
male,Bachelor,OWN,MEDICAL,No,1,young_adults,low,entry_level,low,2-5
male,High School,MORTGAGE,MEDICAL,No,1,young_adults,low,early_career,low,2-5
female,Bachelor,OWN,VENTURE,No,1,young_adults,low,entry_level,low,2-5
male,Bachelor,RENT,VENTURE,No,1,young_adults,middle,entry_level,medium,2-5
male,High School,RENT,PERSONAL,No,1,young_adults,lower-middle,entry_level,medium,2-5
female,Master,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
female,Bachelor,RENT,VENTURE,No,1,young_adults,middle,entry_level,medium,2-5
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,low,entry_level,low,2-5
female,High School,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
male,High School,RENT,HOMEIMPROVEMENT,No,1,young_adults,middle,entry_level,medium,2-5
male,Master,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Bachelor,OWN,DEBTCONSOLIDATION,No,1,young_adults,low,entry_level,low,2-5
male,Bachelor,RENT,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
male,Associate,RENT,VENTURE,No,1,young_adults,middle,entry_level,low,2-5
male,Bachelor,RENT,MEDICAL,No,1,young_adults,middle,entry_level,medium,2-5
female,Bachelor,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Bachelor,OWN,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,EDUCATION,No,1,young_adults,middle,early_career,medium,2-5
male,Bachelor,RENT,VENTURE,No,1,young_adults,middle,early_career,low,2-5
male,High School,MORTGAGE,PERSONAL,No,1,young_adults,low,entry_level,low,2-5
male,Bachelor,RENT,DEBTCONSOLIDATION,No,1,young_adults,lower-middle,entry_level,high,2-5
female,High School,RENT,HOMEIMPROVEMENT,No,1,young_adults,lower-middle,entry_level,medium,2-5
male,Bachelor,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
male,Bachelor,MORTGAGE,PERSONAL,No,1,young_adults,low,entry_level,low,2-5
female,High School,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
female,High School,RENT,MEDICAL,No,1,young_adults,middle,early_career,medium,2-5
female,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Bachelor,RENT,VENTURE,No,1,young_adults,middle,entry_level,medium,2-5
female,Bachelor,MORTGAGE,EDUCATION,No,1,young_adults,low,early_career,low,2-5
male,Bachelor,RENT,MEDICAL,No,1,young_adults,middle,early_career,medium,2-5
female,High School,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
female,Bachelor,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
female,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,Master,RENT,EDUCATION,No,0,young_adults,middle,entry_level,low,2-5
female,Master,OWN,MEDICAL,No,1,young_adults,low,entry_level,low,2-5
male,Associate,RENT,VENTURE,No,0,young_adults,middle,mid_level,low,2-5
female,Associate,OWN,MEDICAL,No,1,young_adults,low,entry_level,low,2-5
male,Bachelor,RENT,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,Associate,RENT,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,OWN,MEDICAL,No,1,young_adults,low,entry_level,medium,2-5
male,Associate,OWN,DEBTCONSOLIDATION,No,1,young_adults,low,entry_level,low,2-5
male,High School,RENT,DEBTCONSOLIDATION,No,0,young_adults,middle,entry_level,low,2-5
female,Master,RENT,PERSONAL,No,1,young_adults,middle,entry_level,low,2-5
male,Master,RENT,EDUCATION,No,1,young_adults,middle,entry_level,low,2-5
male,High School,MORTGAGE,DEBTCONSOLIDATION,No,1,young_adults,low,entry_level,low,2-5
male,Bachelor,RENT,DEBTCONSOLIDATION,No,0,young_adults,upper-middle,entry_level,low,2-5
female,Bachelor,RENT,PERSONAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Bachelor,MORTGAGE,PERSONAL,No,1,young_adults,low,entry_level,low,2-5
male,Bachelor,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
male,High School,RENT,VENTURE,No,1,young_adults,middle,entry_level,medium,2-5
female,High School,RENT,MEDICAL,No,1,young_adults,middle,entry_level,medium,2-5
female,Associate,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,medium,2-5
female,Bachelor,RENT,PERSONAL,No,0,young_adults,middle,entry_level,low,2-5
male,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,low,2-5
female,High School,OWN,VENTURE,No,0,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,MEDICAL,No,0,young_adults,upper-middle,entry_level,low,2-5
male,Associate,MORTGAGE,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,medium,2-5
male,High School,OWN,EDUCATION,No,1,young_adults,low,entry_level,low,2-5
female,Associate,RENT,MEDICAL,No,1,young_adults,middle,entry_level,medium,2-5
female,Master,RENT,HOMEIMPROVEMENT,No,1,young_adults,middle,entry_level,low,2-5
female,High School,RENT,EDUCATION,Yes,0,young_adults,upper-middle,early_career,low,2-5
male,High School,RENT,EDUCATION,No,1,young_adults,middle,early_career,medium,2-5
male,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,low,entry_level,high,2-5
male,Associate,RENT,VENTURE,No,1,young_adults,lower-middle,entry_level,medium,2-5
male,Bachelor,RENT,VENTURE,No,1,young_adults,middle,early_career,medium,2-5
male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,1,young_adults,low,entry_level,low,2-5
male,High School,RENT,MEDICAL,No,1,young_adults,middle,entry_level,medium,2-5
male,Associate,OWN,EDUCATION,No,1,young_adults,low,entry_level,medium,2-5
male,Bachelor,RENT,VENTURE,No,1,young_adults,middle,entry_level,medium,2-5
female,Associate,RENT,EDUCATION,No,1,young_adults,middle,entry_level,medium,2-5
male,High School,RENT,VENTURE,No,1,young_adults,lower-middle,entry_level,high,2-5
male,Associate,MORTGAGE,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,2-5
male,Associate,MORTGAGE,MEDICAL,No,1,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,MEDICAL,No,1,young_adults,lower-middle,early_career,medium,2-5
female,Associate,OWN,VENTURE,Yes,0,young_adults,low,entry_level,low,2-5
male,Bachelor,RENT,MEDICAL,No,1,young_adults,lower-middle,early_career,medium,2-5
male,High School,RENT,MEDICAL,No,1,young_adults,middle,entry_level,medium,2-5
male,Bachelor,MORTGAGE,VENTURE,No,1,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,PERSONAL,No,1,young_adults,middle,entry_level,medium,2-5
male,Associate,RENT,PERSONAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,Associate,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,entry_level,medium,2-5
male,Master,RENT,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,Master,MORTGAGE,MEDICAL,No,1,young_adults,low,entry_level,low,2-5
female,High School,RENT,MEDICAL,No,1,young_adults,middle,early_career,medium,2-5
female,Associate,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,entry_level,low,2-5
female,Master,RENT,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
male,High School,RENT,MEDICAL,No,0,young_adults,middle,entry_level,low,2-5
male,Associate,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,early_career,low,2-5
male,Bachelor,RENT,EDUCATION,No,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,RENT,EDUCATION,No,1,young_adults,middle,early_career,low,2-5
male,Associate,RENT,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
male,Bachelor,RENT,EDUCATION,Yes,0,young_adults,middle,early_career,low,2-5
female,Associate,RENT,PERSONAL,No,1,young_adults,upper-middle,early_career,low,2-5
female,Associate,OTHER,PERSONAL,No,1,young_adults,low,early_career,medium,2-5
male,High School,MORTGAGE,DEBTCONSOLIDATION,No,1,young_adults,low,entry_level,medium,2-5
male,Associate,RENT,HOMEIMPROVEMENT,No,0,young_adults,upper-middle,early_career,low,2-5
female,High School,RENT,EDUCATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
